row,min,q1,median,mean,q3,max,std
FOM online,0.06688499450683594,0.08428144454956055,0.0883253812789917,0.09916596253712973,0.09938359260559082,0.28408002853393555,0.032845904977327735
FOM offline,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROM online,0.00448298454284668,0.005224823951721191,0.00542294979095459,0.005772930781046549,0.005921661853790283,0.02492499351501465,0.001737115125365867
ROM offline,179.3491940498352,179.3491940498352,179.3491940498352,179.3491940498352,179.3491940498352,179.3491940498352,0.0
PODNN online,0.00023174285888671875,0.00023698806762695312,0.00023984909057617188,0.00025832335154215495,0.0002478957176208496,0.002056121826171875,0.00014922298377436353
PODNN offline,1206.8613636493683,1206.8613636493683,1206.8613636493683,1206.8613636493683,1206.8613636493683,1206.8613636493683,0.0
PINN online,0.015295982360839844,0.016274094581604004,0.016983985900878906,0.017389054298400878,0.017821431159973145,0.0250246524810791,0.001791700108116855
PINN offline,821.7817080020905,821.7817080020905,821.7817080020905,821.7817080020905,821.7817080020905,821.7817080020905,0.0
