idx,mu0,mu1,fom_time_s,pinn_time_s,pinn_rel_l2_u,pinn_rel_l2_p,pinn_rel_h1_u
120,8.31134328733909,2.5936341766503235,0.08233904838562012,0.021667957305908203,1.4772981661979223,0.9976154366498025,1.1846996999019366
121,2.4031433454676936,2.061539181198107,0.10153007507324219,0.024099111557006836,0.8856758424414429,1.297896675376613,0.8839936587355293
122,6.099556624930108,2.7354779075520224,0.10998082160949707,0.024427175521850586,1.3277027415623417,0.9939933386409643,1.0887277493832954
123,6.070760857653385,1.8251431385473607,0.07774901390075684,0.023971080780029297,0.8840045418849231,1.0181654602438213,0.8112331292115538
124,3.804422029731109,1.8517641727470198,0.0849761962890625,0.025346040725708008,0.8408493020114813,1.037388739392117,0.835431555628924
125,6.554117153241744,2.7349812635046495,0.09079122543334961,0.02303791046142578,1.3801537375288382,0.9939731150705919,1.1152038724670243
126,4.593579132555368,1.4956791259027162,0.10262608528137207,0.02613687515258789,0.7872889599936473,0.7378163726649973,0.7713550170908186
127,2.4429573936760534,2.492028560486893,0.08625483512878418,0.026751995086669922,0.9623666973183232,1.0057692284744442,0.9475460758429755
128,8.184030757896712,1.21055615970825,0.08701896667480469,0.02283000946044922,0.46025198303067805,0.6670096118311186,0.6218300081504365
129,0.7589326838562638,2.1888673275129036,0.12148213386535645,0.024218082427978516,0.9537843584101235,1.17163966239226,0.9559494902563266
130,1.5471151175077131,2.6493283809126824,0.09017705917358398,0.020888090133666992,0.9776533869874287,0.9943735627949661,0.9561017240757952
131,3.172313271848337,1.2877438659422853,0.07530808448791504,0.0190279483795166,0.7191613655718985,0.6453063372567952,0.7487474858520037
132,9.217607677625757,1.3310634454705563,0.08671879768371582,0.02726292610168457,0.44544737255114714,0.6296675360650446,0.5485428612699152
133,2.918728815145562,1.3072267903841173,0.08670520782470703,0.024744033813476562,0.7425294472158265,0.6378471376455341,0.7706769493479575
134,1.2433516302870142,1.04229603267288,0.08823108673095703,0.02093815803527832,0.8765044428921518,0.6654468302508696,0.8987722666412759
135,0.6484145507261752,1.3492829418717054,0.1279458999633789,0.022198915481567383,0.9422605078952123,0.6226067605610432,0.9470094939336952
136,0.6284811330090364,2.1822876322219424,0.12395215034484863,0.02752089500427246,0.9610686720599044,1.1748316717111011,0.9629715331243035
137,6.839073815315113,1.7872609136640565,0.08163881301879883,0.025154829025268555,0.9365515144950516,0.9915274514463206,0.8156480230945261
138,3.2481118598252894,2.00905247404446,0.07457304000854492,0.021772146224975586,0.8642923567861622,1.5072952596176774,0.8608519378928093
139,8.762548928122625,2.702263253644412,0.09255504608154297,0.02665996551513672,1.6331492188384826,0.9936171998420621,1.2602961082918154
140,0.5304031139266403,1.3629968191930482,0.12244987487792969,0.022886037826538086,0.9533577694370262,0.6213401458017532,0.957112336705754
141,2.4437742239335205,1.4987751516644237,0.18534207344055176,0.022223234176635742,0.8577638361760832,0.739611868978501,0.8513955822343268
142,5.75520325225345,1.8325248514063845,0.08499813079833984,0.02544879913330078,0.8704566937453035,1.0232645130512512,0.811614005083789
143,0.5876157872831805,1.7472282769191432,0.1238410472869873,0.024817943572998047,0.9581442800287271,0.9593492404693935,0.9563204264782954
144,5.285154192304609,1.203343805807432,0.08208799362182617,0.020248889923095703,0.5730040865822006,0.6686277417070254,0.6404818888608143
145,8.35123968250674,1.1039237329302085,0.09588074684143066,0.022966861724853516,0.6775991313340797,0.6635316399559911,0.9786985985585099
146,9.255934503278816,1.198226283159751,0.0842599868774414,0.024092912673950195,0.490622245714142,0.6683634750768054,0.699229786336046
147,8.451392020817753,2.805306287855234,0.09468388557434082,0.02273416519165039,1.6338575383652776,0.9956121778456298,1.2369761046423486
148,9.797749737807267,2.604051760547187,0.09557914733886719,0.019422054290771484,1.65928685570909,0.9968604993031334,1.2912617961973567
149,7.816827653636157,2.2849665519910953,0.0884089469909668,0.022458791732788086,1.152899396834671,1.0623080339758466,0.9998655002529608
